player_id,player_name,position,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,college,season,season_type,team,conference,division,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempts,complete_pass,incomplete_pass,passing_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,receptions,targets,passing_air_yards,receiving_air_yards,receiving_touchdown,pass_attempts_redzone,complete_pass_redzone,pass_touchdown_redzone,pass_attempts_gtg,complete_pass_gtg,pass_touchdown_gtg,receptions_redzone,targets_redzone,receiving_touchdown_redzone,receptions_gtg,targets_gtg,receiving_touchdown_gtg,rush_attempts_redzone,rush_touchdown_redzone,rush_attempts_gtg,rush_touchdown_gtg,fantasy_points_ppr,fantasy_points_standard,offense_snaps,team_offense_snaps,total_tds,touches,total_yards,depth_team,games_missed,offense_pct,age,years_exp,games_played_season,games_played_career,season_shotgun,season_no_huddle,season_qb_dropback,season_qb_scramble,season_pass_attempts,season_complete_pass,season_incomplete_pass,season_passing_yards,season_receiving_yards,season_yards_after_catch,season_rush_attempts,season_rushing_yards,season_tackled_for_loss,season_first_down_pass,season_first_down_rush,season_third_down_converted,season_third_down_failed,season_fourth_down_converted,season_fourth_down_failed,season_rush_touchdown,season_pass_touchdown,season_safety,season_interception,season_fumble,season_fumble_lost,season_fumble_forced,season_fumble_not_forced,season_fumble_out_of_bounds,season_receptions,season_targets,season_passing_air_yards,season_receiving_air_yards,season_receiving_touchdown,season_pass_attempts_redzone,season_complete_pass_redzone,season_pass_touchdown_redzone,season_pass_attempts_gtg,season_complete_pass_gtg,season_pass_touchdown_gtg,season_receptions_redzone,season_targets_redzone,season_receiving_touchdown_redzone,season_receptions_gtg,season_targets_gtg,season_receiving_touchdown_gtg,season_rush_attempts_redzone,season_rush_touchdown_redzone,season_rush_attempts_gtg,season_rush_touchdown_gtg,season_fantasy_points_ppr,season_fantasy_points_standard,season_offense_snaps,season_team_offense_snaps,season_total_tds,season_touches,season_total_yards,career_shotgun,career_no_huddle,career_qb_dropback,career_qb_scramble,career_pass_attempts,career_complete_pass,career_incomplete_pass,career_passing_yards,career_receiving_yards,career_yards_after_catch,career_rush_attempts,career_rushing_yards,career_tackled_for_loss,career_first_down_pass,career_first_down_rush,career_third_down_converted,career_third_down_failed,career_fourth_down_converted,career_fourth_down_failed,career_rush_touchdown,career_pass_touchdown,career_safety,career_interception,career_fumble,career_fumble_lost,career_fumble_forced,career_fumble_not_forced,career_fumble_out_of_bounds,career_receptions,career_targets,career_passing_air_yards,career_receiving_air_yards,career_receiving_touchdown,career_pass_attempts_redzone,career_complete_pass_redzone,career_pass_touchdown_redzone,career_pass_attempts_gtg,career_complete_pass_gtg,career_pass_touchdown_gtg,career_receptions_redzone,career_targets_redzone,career_receiving_touchdown_redzone,career_receptions_gtg,career_targets_gtg,career_receiving_touchdown_gtg,career_rush_attempts_redzone,career_rush_touchdown_redzone,career_rush_attempts_gtg,career_rush_touchdown_gtg,career_fantasy_points_ppr,career_fantasy_points_standard,career_offense_snaps,career_team_offense_snaps,career_total_tds,career_touches,career_total_yards,season_average_shotgun,career_average_shotgun,season_average_no_huddle,career_average_no_huddle,season_average_qb_dropback,career_average_qb_dropback,season_average_qb_scramble,career_average_qb_scramble,season_average_pass_attempts,career_average_pass_attempts,season_average_complete_pass,career_average_complete_pass,season_average_incomplete_pass,career_average_incomplete_pass,season_average_passing_yards,career_average_passing_yards,season_average_receiving_yards,career_average_receiving_yards,season_average_yards_after_catch,career_average_yards_after_catch,season_average_rush_attempts,career_average_rush_attempts,season_average_rushing_yards,career_average_rushing_yards,season_average_tackled_for_loss,career_average_tackled_for_loss,season_average_first_down_pass,career_average_first_down_pass,season_average_first_down_rush,career_average_first_down_rush,season_average_third_down_converted,career_average_third_down_converted,season_average_third_down_failed,career_average_third_down_failed,season_average_fourth_down_converted,career_average_fourth_down_converted,season_average_fourth_down_failed,career_average_fourth_down_failed,season_average_rush_touchdown,career_average_rush_touchdown,season_average_pass_touchdown,career_average_pass_touchdown,season_average_safety,career_average_safety,season_average_interception,career_average_interception,season_average_fumble,career_average_fumble,season_average_fumble_lost,career_average_fumble_lost,season_average_fumble_forced,career_average_fumble_forced,season_average_fumble_not_forced,career_average_fumble_not_forced,season_average_fumble_out_of_bounds,career_average_fumble_out_of_bounds,season_average_receptions,career_average_receptions,season_average_targets,career_average_targets,season_average_passing_air_yards,career_average_passing_air_yards,season_average_receiving_air_yards,career_average_receiving_air_yards,season_average_receiving_touchdown,career_average_receiving_touchdown,season_average_pass_attempts_redzone,career_average_pass_attempts_redzone,season_average_complete_pass_redzone,career_average_complete_pass_redzone,season_average_pass_touchdown_redzone,career_average_pass_touchdown_redzone,season_average_pass_attempts_gtg,career_average_pass_attempts_gtg,season_average_complete_pass_gtg,career_average_complete_pass_gtg,season_average_pass_touchdown_gtg,career_average_pass_touchdown_gtg,season_average_receptions_redzone,career_average_receptions_redzone,season_average_targets_redzone,career_average_targets_redzone,season_average_receiving_touchdown_redzone,career_average_receiving_touchdown_redzone,season_average_receptions_gtg,career_average_receptions_gtg,season_average_targets_gtg,career_average_targets_gtg,season_average_receiving_touchdown_gtg,career_average_receiving_touchdown_gtg,season_average_rush_attempts_redzone,career_average_rush_attempts_redzone,season_average_rush_touchdown_redzone,career_average_rush_touchdown_redzone,season_average_rush_attempts_gtg,career_average_rush_attempts_gtg,season_average_rush_touchdown_gtg,career_average_rush_touchdown_gtg,season_average_fantasy_points_ppr,career_average_fantasy_points_ppr,season_average_fantasy_points_standard,career_average_fantasy_points_standard,season_average_offense_snaps,career_average_offense_snaps,season_average_team_offense_snaps,career_average_team_offense_snaps,season_average_total_tds,career_average_total_tds,season_average_touches,career_average_touches,season_average_total_yards,career_average_total_yards
00-0030431,Robert Woods,WR,1992,2013,2,9,41,72,190,USC,2023,REG,HOU,AFC,South,65,9,75,0,0,0,0,0,426,126,1,7,0,26,0,12,14,1,1,0,1,0,1,0,0,0,0,0,40,74,0,732,1,0,0,0,0,0,0,3,10,1,0,1,0,0,0,0,0,87.3,47.3,634,880,2,41,433,1,4,0.720454545,31,10,13,153,65,9,75,0,0,0,0,0,426,126,1,7,0,26,0,12,14,1,1,0,1,0,1,0,0,0,0,0,40,74,0,732,1,0,0,0,0,0,0,3,10,1,0,1,0,0,0,0,0,87.3,47.3,634,880,0.15,3.15,33.31,771,179,1050,0,0,0,0,0,7888,2799,75,514,8,407,26,138,160,4,10,5,37,0,26,6,5,5,1,1,651,1021,0,10028,37,0,0,0,0,0,0,67,114,27,9,19,8,13,5,4,3,1676.2,1025.2,8789,10349,0.52,4.75,54.92,5,77.1,0.69,17.9,5.77,105,0,0,0,0,0,0,0,0,0,0,32.77,788.8,9.69,279.9,0.08,7.5,0.54,51.4,0,0.8,2,40.7,0,2.6,0.92,13.8,1.08,16,0.08,0.4,0.08,1,0,0.5,0.08,3.7,0,0,0.08,2.6,0,0.6,0,0.5,0,0.5,0,0.1,0,0.1,3.08,65.1,5.69,102.1,0,0,56.31,1002.8,0.08,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.23,6.7,0.77,11.4,0.08,2.7,0,0.9,0.08,1.9,0,0.8,0,1.3,0,0.5,0,0.4,0,0.3,6.72,167.62,3.64,102.52,48.77,878.9,67.69,1034.9,0.15,7.9,3.15,72.6,33.31,840.2
00-0030506,Travis Kelce,TE,1989,2013,3,1,63,77,250,Cincinnati,2023,REG,KC,AFC,West,107,7,121,0,0,0,0,0,984,470,0,0,0,51,0,13,10,2,1,0,5,0,2,1,1,1,0,0,93,119,0,807,5,0,0,0,0,0,0,13,20,5,4,4,4,0,0,0,0,214.4,121.4,775,1007,10,93,984,1,2,0.769612711,33,10,15,158,107,7,121,0,0,0,0,0,984,470,0,0,0,51,0,13,10,2,1,0,5,0,2,1,1,1,0,0,93,119,0,807,5,0,0,0,0,0,0,13,20,5,4,4,4,0,0,0,0,214.4,121.4,775,1007,0.67,6.2,65.6,1136,40,1276,0,2,1,1,4,11328,5305,8,14,2,601,5,177,142,9,5,2,74,0,21,13,11,13,0,2,907,1247,44,9803,74,2,1,0,1,0,0,119,193,60,33,40,25,6,2,5,2,2422.36,1515.36,8827,10425,0.95,5.8,71.81,7.13,113.6,0.47,4,8.07,127.6,0,0,0,0.2,0,0.1,0,0.1,0,0.4,65.6,1132.8,31.33,530.5,0,0.8,0,1.4,0,0.2,3.4,60.1,0,0.5,0.87,17.7,0.67,14.2,0.13,0.9,0.07,0.5,0,0.2,0.33,7.4,0,0,0.13,2.1,0.07,1.3,0.07,1.1,0.07,1.3,0,0,0,0.2,6.2,90.7,7.93,124.7,0,4.4,53.8,980.3,0.33,7.4,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0.87,11.9,1.33,19.3,0.33,6,0.27,3.3,0.27,4,0.27,2.5,0,0.6,0,0.2,0,0.5,0,0.2,14.29,242.24,8.09,151.54,51.67,882.7,67.13,1042.5,0.67,15,6.2,91.7,65.6,1134.6
00-0030513,Latavius Murray,RB,1990,2013,6,13,181,75,230,UCF,2023,REG,BUF,AFC,East,58,11,22,0,0,0,0,0,119,92,79,300,5,7,27,18,12,0,0,4,0,0,0,1,0,0,1,1,17,22,0,34,0,0,0,0,0,0,0,3,3,0,2,2,0,20,4,12,4,82.9,65.9,344,1032,4,96,419,2,2,0.333333333,33,10,15,139,58,11,22,0,0,0,0,0,119,92,79,300,5,7,27,18,12,0,0,4,0,0,0,1,0,0,1,1,17,22,0,34,0,0,0,0,0,0,0,3,3,0,2,2,0,20,4,12,4,82.9,65.9,344,1032,0.27,6.4,27.93,708,84,294,0,0,0,0,0,1590,1695,1501,6272,118,62,347,97,96,4,5,55,2,0,3,11,2,9,2,4,233,290,0,-53,2,0,0,0,0,0,0,23,30,1,2,3,0,249,45,77,32,1349.2,1116.2,4171,9409,0.42,12.47,56.56,3.87,70.8,0.73,8.4,1.47,29.4,0,0,0,0,0,0,0,0,0,0,7.93,159,6.13,169.5,5.27,150.1,20,627.2,0.33,11.8,0.47,6.2,1.8,34.7,1.2,9.7,0.8,9.6,0,0.4,0,0.5,0.27,5.5,0,0.2,0,0,0,0.3,0.07,1.1,0,0.2,0,0.9,0.07,0.2,0.07,0.4,1.13,23.3,1.47,29,0,0,2.27,-5.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.3,0.2,3,0,0.1,0.13,0.2,0.13,0.3,0,0,1.33,24.9,0.27,4.5,0.8,7.7,0.27,3.2,5.53,134.92,4.39,111.62,22.93,417.1,68.8,940.9,0.27,5.9,6.4,173.4,27.93,786.2
00-0030564,DeAndre Hopkins,WR,1992,2013,1,27,27,73,210,Clemson,2023,REG,TEN,AFC,South,109,6,139,1,1,0,1,0,1057,223,2,9,0,48,0,11,20,1,2,0,7,0,6,0,0,0,0,0,75,131,-1,1934,7,0,0,0,0,0,0,7,18,4,2,2,2,2,0,0,0,211.6,136.6,758,1051,14,78,1066,1,0,0.721217888,31,10,17,161,109,6,139,1,1,0,1,0,1057,223,2,9,0,48,0,11,20,1,2,0,7,0,6,0,0,0,0,0,75,131,-1,1934,7,0,0,0,0,0,0,7,18,4,2,2,2,2,0,0,0,211.6,136.6,758,1051,0.82,4.59,62.71,1234,182,1501,1,3,1,2,6,12252,3228,6,21,1,639,2,195,209,9,17,0,79,0,45,11,8,11,0,2,918,1447,25,17947,78,1,1,1,0,0,0,87,173,46,20,45,19,4,0,0,0,2505.54,1587.54,10214,11091,0.98,5.76,76.27,6.41,123.4,0.35,18.2,8.18,150.1,0.06,0.1,0.06,0.3,0,0.1,0.06,0.2,0,0.6,62.18,1225.2,13.12,322.8,0.12,0.6,0.53,2.1,0,0.1,2.82,63.9,0,0.2,0.65,19.5,1.18,20.9,0.06,0.9,0.12,1.7,0,0,0.41,7.9,0,0,0.35,4.5,0,1.1,0,0.8,0,1.1,0,0,0,0.2,4.41,91.8,7.71,144.7,-0.06,2.5,113.76,1794.7,0.41,7.8,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0.41,8.7,1.06,17.3,0.24,4.6,0.12,2,0.12,4.5,0.12,1.9,0.12,0.4,0,0,0,0,0,0,12.45,250.55,8.04,158.75,44.59,1021.4,61.82,1109.1,0.82,15.7,4.59,92.7,62.71,1227.9
00-0030565,Geno Smith,QB,1990,2013,2,7,39,75,221,West Virginia,2023,REG,SEA,NFC,West,471,87,549,20,490,323,167,3624,-2,1720,37,155,1,169,10,57,106,2,6,1,20,0,9,5,3,4,1,0,1,1,3500,-8,0,66,29,16,11,7,6,0,0,0,0,0,0,8,1,1,1,260.26,259.26,906,931,21,528,3777,1,2,0.973147154,32,10,15,76,471,87,549,20,490,323,167,3624,-2,1720,37,155,1,169,10,57,106,2,6,1,20,0,9,5,3,4,1,0,1,1,3500,-8,0,66,29,16,11,7,6,0,0,0,0,0,0,8,1,1,1,260.26,259.26,906,931,1.4,35.2,251.8,2086,375,2378,127,2020,1314,706,14823,11,6631,263,1222,12,696,82,253,469,18,19,10,84,1,57,35,18,22,13,0,2,3,16154,5,0,258,130,57,39,22,20,0,1,0,0,0,0,38,10,7,4,1114.22,1112.22,4216,4912,1.24,30.07,211.26,31.4,208.6,5.8,37.5,36.6,237.8,1.33,12.7,32.67,202,21.53,131.4,11.13,70.6,241.6,1482.3,-0.13,1.1,114.67,663.1,2.47,26.3,10.33,122.2,0.07,1.2,11.27,69.6,0.67,8.2,3.8,25.3,7.07,46.9,0.13,1.8,0.4,1.9,0.07,1,1.33,8.4,0,0.1,0.6,5.7,0.33,3.5,0.2,1.8,0.27,2.2,0.07,1.3,0,0,0.07,0.2,0.07,0.3,233.33,1615.4,-0.53,0.5,0,0,4.4,25.8,1.93,13,1.07,5.7,0.73,3.9,0.47,2.2,0.4,2,0,0,0,0.1,0,0,0,0,0,0,0,0,0.53,3.8,0.07,1,0.07,0.7,0.07,0.4,17.35,111.42,17.28,111.22,60.4,421.6,62.07,491.2,1.4,9.4,35.2,228.5,251.8,1605.6
00-0030578,Cordarrelle Patterson,RB,1991,2013,1,29,29,74,220,Tennessee,2023,REG,ATL,NFC,South,46,0,12,0,0,0,0,0,38,37,50,181,5,2,9,2,6,1,0,0,1,0,1,1,0,1,0,1,9,11,0,10,1,0,0,0,0,0,0,1,1,1,1,1,1,10,0,2,0,34.9,25.9,168,818,2,59,219,1,5,0.205378973,32,10,12,146,46,0,12,0,0,0,0,0,38,37,50,181,5,2,9,2,6,1,0,0,1,0,1,1,0,1,0,1,9,11,0,10,1,0,0,0,0,0,0,1,1,1,1,1,1,10,0,2,0,34.9,25.9,168,818,0.17,4.92,18.25,499,64,435,0,1,0,1,0,2746,1791,470,2289,46,129,114,56,94,7,10,18,16,0,12,2,0,1,1,1,292,421,18,2488,16,0,0,0,0,0,0,32,52,12,7,12,5,88,12,20,8,975.5,683.5,3488,9534,0.34,5.23,34.49,3.83,49.9,0,6.4,1,43.5,0,0,0,0.1,0,0,0,0.1,0,0,3.17,274.6,3.08,179.1,4.17,47,15.08,228.9,0.42,4.6,0.17,12.9,0.75,11.4,0.17,5.6,0.5,9.4,0.08,0.7,0,1,0,1.8,0.08,1.6,0,0,0.08,1.2,0.08,0.2,0,0,0.08,0.1,0,0.1,0.08,0.1,0.75,29.2,0.92,42.1,0,1.8,0.83,248.8,0.08,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.08,3.2,0.08,5.2,0.08,1.2,0.08,0.7,0.08,1.2,0.08,0.5,0.83,8.8,0,1.2,0.17,2,0,0.8,2.91,97.55,2.16,68.35,14,348.8,68.17,953.4,0.17,5,4.92,76.3,18.25,503.5
00-0031235,Odell Beckham,WR,1992,2014,1,12,12,71,200,LSU,2023,REG,BAL,AFC,North,63,3,64,0,0,0,0,0,565,155,0,0,0,27,0,10,8,0,0,0,3,0,1,1,1,1,0,0,35,63,0,888,3,0,0,0,0,0,0,5,10,1,0,0,0,0,0,0,0,104.5,69.5,464,942,6,35,565,1,3,0.492569002,30,9,14,109,63,3,64,0,0,0,0,0,565,155,0,0,0,27,0,10,8,0,0,0,3,0,1,1,1,1,0,0,35,63,0,888,3,0,0,0,0,0,0,5,10,1,0,0,0,0,0,0,0,104.5,69.5,464,942,0.43,2.5,40.36,756,314,948,0,6,4,2,144,7938,2732,23,170,5,370,8,117,151,16,14,1,62,0,24,5,2,5,0,3,562,914,201,11286,60,0,0,0,0,0,0,69,130,34,15,33,14,3,0,0,0,1702.56,1140.56,6058,7270,1.13,5.42,75.71,4.5,84,0.21,34.89,4.57,105.33,0,0,0,0.67,0,0.44,0,0.22,0,16,40.36,882,11.07,303.56,0,2.56,0,18.89,0,0.56,1.93,41.11,0,0.89,0.71,13,0.57,16.78,0,1.78,0,1.56,0,0.11,0.21,6.89,0,0,0.07,2.67,0.07,0.56,0.07,0.22,0.07,0.56,0,0,0,0.33,2.5,62.44,4.5,101.56,0,22.33,63.43,1254,0.21,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0.36,7.67,0.71,14.44,0.07,3.78,0,1.67,0,3.67,0,1.56,0,0.33,0,0,0,0,0,0,7.46,189.17,4.96,126.73,33.14,673.11,67.29,807.78,0.43,13.67,2.5,65.67,40.36,916.89
00-0031236,Brandin Cooks,WR,1993,2014,1,20,20,70,193,Oregon State,2023,REG,DAL,NFC,East,67,3,82,0,0,0,0,0,657,125,5,35,0,38,1,12,10,2,1,0,8,0,4,1,0,1,0,1,54,77,0,1069,8,0,0,0,0,0,0,7,11,6,2,3,2,3,0,0,0,163.2,109.2,809,1096,16,59,692,1,1,0.738138686,29,9,16,141,67,3,82,0,0,0,0,0,657,125,5,35,0,38,1,12,10,2,1,0,8,0,4,1,0,1,0,1,54,77,0,1069,8,0,0,0,0,0,0,7,11,6,2,3,2,3,0,0,0,163.2,109.2,809,1096,1,3.69,43.25,749,91,1010,0,0,0,0,0,9056,2649,53,338,5,399,19,116,156,14,10,2,55,0,27,4,0,4,0,2,663,980,0,12393,55,0,0,0,0,0,0,70,96,27,16,23,13,13,2,1,1,1890.4,1227.4,7906,9621,0.79,5.08,66.62,4.19,83.22,0.19,10.11,5.12,112.22,0,0,0,0,0,0,0,0,0,0,41.06,1006.22,7.81,294.33,0.31,5.89,2.19,37.56,0,0.56,2.38,44.33,0.06,2.11,0.75,12.89,0.62,17.33,0.12,1.56,0.06,1.11,0,0.22,0.5,6.11,0,0,0.25,3,0.06,0.44,0,0,0.06,0.44,0,0,0.06,0.22,3.38,73.67,4.81,108.89,0,0,66.81,1377,0.5,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0.44,7.78,0.69,10.67,0.38,3,0.12,1.78,0.19,2.56,0.12,1.44,0.19,1.44,0,0.22,0,0.11,0,0.11,10.2,210.04,6.82,136.38,50.56,878.44,68.5,1069,1,12.44,3.69,79.56,43.25,1043.78
00-0031260,Logan Thomas,TE,1991,2014,4,20,120,78,250,Virginia Tech,2023,REG,WAS,NFC,East,73,1,79,0,0,0,0,0,496,229,1,2,0,21,1,8,10,1,1,0,4,0,2,2,2,2,0,0,55,76,0,471,4,0,0,0,0,0,0,4,9,4,2,5,2,0,0,0,0,118.8,63.8,732,1052,8,56,498,1,1,0.69581749,32,9,16,77,73,1,79,0,0,0,0,0,496,229,1,2,0,21,1,8,10,1,1,0,4,0,2,2,2,2,0,0,55,76,0,471,4,0,0,0,0,0,0,4,9,4,2,5,2,0,0,0,0,118.8,63.8,732,1052,0.5,3.5,31.12,293,33,337,0,11,3,8,124,1971,891,4,7,0,98,3,36,54,5,4,0,17,0,9,3,3,3,0,0,216,313,172,2276,16,0,0,0,0,0,0,33,47,15,6,11,5,1,0,0,0,493.76,277.76,3264,5225,0.43,3,27.3,4.56,32.56,0.06,3.67,4.94,37.44,0,0,0,1.22,0,0.33,0,0.89,0,13.78,31,219,14.31,99,0.06,0.44,0.12,0.78,0,0,1.31,10.89,0.06,0.33,0.5,4,0.62,6,0.06,0.56,0.06,0.44,0,0,0.25,1.89,0,0,0.12,1,0.12,0.33,0.12,0.33,0.12,0.33,0,0,0,0,3.44,24,4.75,34.78,0,19.11,29.44,252.89,0.25,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3.67,0.56,5.22,0.25,1.67,0.12,0.67,0.31,1.22,0.12,0.56,0,0.11,0,0,0,0,0,0,7.42,54.86,3.99,30.86,45.75,362.67,65.75,580.56,0.5,3.67,3.5,25.67,31.12,233.56
00-0031280,Derek Carr,QB,1991,2014,2,4,36,75,215,Fresno State,2023,REG,NO,NFC,South,487,78,590,9,540,375,165,3878,0,1696,32,40,0,185,4,66,117,2,9,0,25,0,8,7,3,6,1,0,0,0,4280,0,0,70,37,17,11,6,6,0,0,0,0,0,0,7,0,0,0,284.12,284.12,978,1158,25,572,3918,1,0,0.844559585,32,9,17,159,487,78,590,9,540,375,165,3878,0,1696,32,40,0,185,4,66,117,2,9,0,25,0,8,7,3,6,1,0,0,0,4280,0,0,70,37,17,11,6,6,0,0,0,0,0,0,7,0,0,0,284.12,284.12,978,1158,1.47,33.65,230.47,4772,583,5938,140,5399,3576,1823,39100,-9,18220,310,885,4,1844,78,637,1069,51,53,6,242,0,107,87,40,57,30,8,1,2,43104,10,0,674,367,157,167,87,74,0,0,0,0,0,0,53,6,12,6,2806.6,2805.6,10065,10509,1.56,35.91,251.42,28.65,530.22,4.59,64.78,34.71,659.78,0.53,15.56,31.76,599.89,22.06,397.33,9.71,202.56,228.12,4344.44,0,-1,99.76,2024.44,1.88,34.44,2.35,98.33,0,0.44,10.88,204.89,0.24,8.67,3.88,70.78,6.88,118.78,0.12,5.67,0.53,5.89,0,0.67,1.47,26.89,0,0,0.47,11.89,0.41,9.67,0.18,4.44,0.35,6.33,0.06,3.33,0,0.89,0,0.11,0,0.22,251.76,4789.33,0,1.11,0,0,4.12,74.89,2.18,40.78,1,17.44,0.65,18.56,0.35,9.67,0.35,8.22,0,0,0,0,0,0,0,0,0,0,0,0,0.41,5.89,0,0.67,0,1.33,0,0.67,16.71,311.84,16.71,311.73,57.53,1118.33,68.12,1167.67,1.47,27.56,33.65,634.44,230.47,4441.78
00-0031345,Jimmy Garoppolo,QB,1991,2014,2,30,62,74,225,Eastern Illinois,2023,REG,LV,AFC,West,119,8,163,7,140,100,40,1079,0,398,18,27,0,54,5,21,29,2,1,0,7,0,8,1,0,0,1,0,0,0,1130,0,0,19,12,6,3,2,2,0,0,0,0,0,0,2,0,1,0,71.86,71.86,279,365,7,158,1106,1,11,0.764383562,31,9,6,78,119,8,163,7,140,100,40,1079,0,398,18,27,0,54,5,21,29,2,1,0,7,0,8,1,0,0,1,0,0,0,1130,0,0,19,12,6,3,2,2,0,0,0,0,0,0,2,0,1,0,71.86,71.86,279,365,1.17,26.33,184.33,1514,128,2052,45,1824,1267,557,15368,-3,8131,183,248,2,731,55,277,340,19,15,7,94,4,50,31,11,12,19,1,2,2,13600,-10,0,281,174,68,54,29,25,1,1,0,0,0,0,31,7,11,7,1114.22,1112.22,3932,5280,1.29,25.76,200.17,19.83,168.22,1.33,14.22,27.17,228,1.17,5,23.33,202.67,16.67,140.78,6.67,61.89,179.83,1707.56,0,-0.33,66.33,903.44,3,20.33,4.5,27.56,0,0.22,9,81.22,0.83,6.11,3.5,30.78,4.83,37.78,0.33,2.11,0.17,1.67,0,0.78,1.17,10.44,0,0.44,1.33,5.56,0.17,3.44,0,1.22,0,1.33,0.17,2.11,0,0.11,0,0.22,0,0.22,188.33,1511.11,0,-1.11,0,0,3.17,31.22,2,19.33,1,7.56,0.5,6,0.33,3.22,0.33,2.78,0,0.11,0,0.11,0,0,0,0,0,0,0,0,0.33,3.44,0,0.78,0.17,1.22,0,0.78,11.98,123.8,11.98,123.58,46.5,436.89,60.83,586.67,1.17,11.22,26.33,223.22,184.33,1734.78
00-0031376,Jerick McKinnon,RB,1992,2014,3,32,96,69,209,Georgia Southern,2023,REG,KC,AFC,West,47,3,33,0,1,1,0,4,192,226,21,60,4,11,7,12,13,0,0,1,5,0,0,0,0,0,0,0,25,32,-3,8,4,1,1,1,1,1,1,5,5,4,1,1,1,3,1,0,0,86.36,61.36,264,817,10,47,256,2,5,0.323133415,31,9,12,107,47,3,33,0,1,1,0,4,192,226,21,60,4,11,7,12,13,0,0,1,5,0,0,0,0,0,0,0,25,32,-3,8,4,1,1,1,1,1,1,5,5,4,1,1,1,3,1,0,0,86.36,61.36,264,817,0.83,3.92,21.33,581,78,361,0,2,1,1,4,2013,2102,658,2626,89,107,114,56,106,1,3,14,20,0,6,3,3,2,1,1,266,351,15,256,19,1,1,1,1,1,1,38,45,17,8,8,7,101,11,22,6,913.06,647.06,2814,7205,0.5,8.65,43.39,3.92,64.56,0.25,8.67,2.75,40.11,0,0,0.08,0.22,0.08,0.11,0,0.11,0.33,0.44,16,223.67,18.83,233.56,1.75,73.11,5,291.78,0.33,9.89,0.92,11.89,0.58,12.67,1,6.22,1.08,11.78,0,0.11,0,0.33,0.08,1.56,0.42,2.22,0,0,0,0.67,0,0.33,0,0.33,0,0.22,0,0.11,0,0.11,2.08,29.56,2.67,39,-0.25,1.67,0.67,28.44,0.33,2.11,0.08,0.11,0.08,0.11,0.08,0.11,0.08,0.11,0.08,0.11,0.08,0.11,0.42,4.22,0.42,5,0.33,1.89,0.08,0.89,0.08,0.89,0.08,0.78,0.25,11.22,0.08,1.22,0,2.44,0,0.67,7.2,101.45,5.11,71.9,22,312.67,68.08,800.56,0.83,5.89,3.92,102.89,21.33,515.89
00-0031381,Davante Adams,WR,1992,2014,2,21,53,73,215,Fresno State,2023,REG,LV,AFC,West,123,13,175,0,0,0,0,0,1144,336,0,0,0,59,0,16,25,6,0,0,8,0,6,0,0,0,0,0,103,169,0,1896,8,0,0,0,0,0,0,17,29,6,6,7,5,0,0,0,0,253.4,150.4,963,1046,16,103,1144,1,0,0.920650096,30,9,17,146,123,13,175,0,0,0,0,0,1144,336,0,0,0,59,0,16,25,6,0,0,8,0,6,0,0,0,0,0,103,169,0,1896,8,0,0,0,0,0,0,17,29,6,6,7,5,0,0,0,0,253.4,150.4,963,1046,0.94,6.06,67.29,1059,146,1350,0,0,0,0,0,10673,3878,3,-1,2,526,0,160,176,22,14,0,95,0,25,6,3,6,0,3,859,1317,0,14128,95,0,0,0,0,0,0,140,228,69,35,49,30,0,0,0,0,2437.2,1578.2,8291,9672,1.3,5.9,73.1,7.24,117.67,0.76,16.22,10.29,150,0,0,0,0,0,0,0,0,0,0,67.29,1185.89,19.76,430.89,0,0.33,0,-0.11,0,0.22,3.47,58.44,0,0,0.94,17.78,1.47,19.56,0.35,2.44,0,1.56,0,0,0.47,10.56,0,0,0.35,2.78,0,0.67,0,0.33,0,0.67,0,0,0,0.33,6.06,95.44,9.94,146.33,0,0,111.53,1569.78,0.47,10.56,0,0,0,0,0,0,0,0,0,0,0,0,1,15.56,1.71,25.33,0.35,7.67,0.35,3.89,0.41,5.44,0.29,3.33,0,0,0,0,0,0,0,0,14.91,270.8,8.85,175.36,56.65,921.22,61.53,1074.67,0.94,21.11,6.06,95.78,67.29,1185.78
