player_id,player_name,position,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,college,season,season_type,team,conference,division,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempts,complete_pass,incomplete_pass,passing_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,receptions,targets,passing_air_yards,receiving_air_yards,receiving_touchdown,pass_attempts_redzone,complete_pass_redzone,pass_touchdown_redzone,pass_attempts_gtg,complete_pass_gtg,pass_touchdown_gtg,receptions_redzone,targets_redzone,receiving_touchdown_redzone,receptions_gtg,targets_gtg,receiving_touchdown_gtg,rush_attempts_redzone,rush_touchdown_redzone,rush_attempts_gtg,rush_touchdown_gtg,fantasy_points_ppr,fantasy_points_standard,offense_snaps,team_offense_snaps,total_tds,touches,total_yards,depth_team,games_missed,offense_pct,age,years_exp,games_played_season,games_played_career,season_shotgun,season_no_huddle,season_qb_dropback,season_qb_scramble,season_pass_attempts,season_complete_pass,season_incomplete_pass,season_passing_yards,season_receiving_yards,season_yards_after_catch,season_rush_attempts,season_rushing_yards,season_tackled_for_loss,season_first_down_pass,season_first_down_rush,season_third_down_converted,season_third_down_failed,season_fourth_down_converted,season_fourth_down_failed,season_rush_touchdown,season_pass_touchdown,season_safety,season_interception,season_fumble,season_fumble_lost,season_fumble_forced,season_fumble_not_forced,season_fumble_out_of_bounds,season_receptions,season_targets,season_passing_air_yards,season_receiving_air_yards,season_receiving_touchdown,season_pass_attempts_redzone,season_complete_pass_redzone,season_pass_touchdown_redzone,season_pass_attempts_gtg,season_complete_pass_gtg,season_pass_touchdown_gtg,season_receptions_redzone,season_targets_redzone,season_receiving_touchdown_redzone,season_receptions_gtg,season_targets_gtg,season_receiving_touchdown_gtg,season_rush_attempts_redzone,season_rush_touchdown_redzone,season_rush_attempts_gtg,season_rush_touchdown_gtg,season_fantasy_points_ppr,season_fantasy_points_standard,season_offense_snaps,season_team_offense_snaps,season_total_tds,season_touches,season_total_yards,career_shotgun,career_no_huddle,career_qb_dropback,career_qb_scramble,career_pass_attempts,career_complete_pass,career_incomplete_pass,career_passing_yards,career_receiving_yards,career_yards_after_catch,career_rush_attempts,career_rushing_yards,career_tackled_for_loss,career_first_down_pass,career_first_down_rush,career_third_down_converted,career_third_down_failed,career_fourth_down_converted,career_fourth_down_failed,career_rush_touchdown,career_pass_touchdown,career_safety,career_interception,career_fumble,career_fumble_lost,career_fumble_forced,career_fumble_not_forced,career_fumble_out_of_bounds,career_receptions,career_targets,career_passing_air_yards,career_receiving_air_yards,career_receiving_touchdown,career_pass_attempts_redzone,career_complete_pass_redzone,career_pass_touchdown_redzone,career_pass_attempts_gtg,career_complete_pass_gtg,career_pass_touchdown_gtg,career_receptions_redzone,career_targets_redzone,career_receiving_touchdown_redzone,career_receptions_gtg,career_targets_gtg,career_receiving_touchdown_gtg,career_rush_attempts_redzone,career_rush_touchdown_redzone,career_rush_attempts_gtg,career_rush_touchdown_gtg,career_fantasy_points_ppr,career_fantasy_points_standard,career_offense_snaps,career_team_offense_snaps,career_total_tds,career_touches,career_total_yards,season_average_shotgun,career_average_shotgun,season_average_no_huddle,career_average_no_huddle,season_average_qb_dropback,career_average_qb_dropback,season_average_qb_scramble,career_average_qb_scramble,season_average_pass_attempts,career_average_pass_attempts,season_average_complete_pass,career_average_complete_pass,season_average_incomplete_pass,career_average_incomplete_pass,season_average_passing_yards,career_average_passing_yards,season_average_receiving_yards,career_average_receiving_yards,season_average_yards_after_catch,career_average_yards_after_catch,season_average_rush_attempts,career_average_rush_attempts,season_average_rushing_yards,career_average_rushing_yards,season_average_tackled_for_loss,career_average_tackled_for_loss,season_average_first_down_pass,career_average_first_down_pass,season_average_first_down_rush,career_average_first_down_rush,season_average_third_down_converted,career_average_third_down_converted,season_average_third_down_failed,career_average_third_down_failed,season_average_fourth_down_converted,career_average_fourth_down_converted,season_average_fourth_down_failed,career_average_fourth_down_failed,season_average_rush_touchdown,career_average_rush_touchdown,season_average_pass_touchdown,career_average_pass_touchdown,season_average_safety,career_average_safety,season_average_interception,career_average_interception,season_average_fumble,career_average_fumble,season_average_fumble_lost,career_average_fumble_lost,season_average_fumble_forced,career_average_fumble_forced,season_average_fumble_not_forced,career_average_fumble_not_forced,season_average_fumble_out_of_bounds,career_average_fumble_out_of_bounds,season_average_receptions,career_average_receptions,season_average_targets,career_average_targets,season_average_passing_air_yards,career_average_passing_air_yards,season_average_receiving_air_yards,career_average_receiving_air_yards,season_average_receiving_touchdown,career_average_receiving_touchdown,season_average_pass_attempts_redzone,career_average_pass_attempts_redzone,season_average_complete_pass_redzone,career_average_complete_pass_redzone,season_average_pass_touchdown_redzone,career_average_pass_touchdown_redzone,season_average_pass_attempts_gtg,career_average_pass_attempts_gtg,season_average_complete_pass_gtg,career_average_complete_pass_gtg,season_average_pass_touchdown_gtg,career_average_pass_touchdown_gtg,season_average_receptions_redzone,career_average_receptions_redzone,season_average_targets_redzone,career_average_targets_redzone,season_average_receiving_touchdown_redzone,career_average_receiving_touchdown_redzone,season_average_receptions_gtg,career_average_receptions_gtg,season_average_targets_gtg,career_average_targets_gtg,season_average_receiving_touchdown_gtg,career_average_receiving_touchdown_gtg,season_average_rush_attempts_redzone,career_average_rush_attempts_redzone,season_average_rush_touchdown_redzone,career_average_rush_touchdown_redzone,season_average_rush_attempts_gtg,career_average_rush_attempts_gtg,season_average_rush_touchdown_gtg,career_average_rush_touchdown_gtg,season_average_fantasy_points_ppr,career_average_fantasy_points_ppr,season_average_fantasy_points_standard,career_average_fantasy_points_standard,season_average_offense_snaps,career_average_offense_snaps,season_average_team_offense_snaps,career_average_team_offense_snaps,season_average_total_tds,career_average_total_tds,season_average_touches,career_average_touches,season_average_total_yards,career_average_total_yards
00-0035640,DK Metcalf,WR,1997,2019,2,32,64,76,229,Mississippi,2023,REG,SEA,NFC,West,103,31,119,0,0,0,0,0,1114,367,0,0,0,52,0,12,16,1,2,0,8,0,4,0,0,0,0,0,66,115,0,1529,8,0,0,0,0,0,0,10,23,6,2,4,2,0,0,0,0,217.4,151.4,831,991,16,66,1114,1,1,0.838546922,25,4,16,82,103,31,119,0,0,0,0,0,1114,367,0,0,0,52,0,12,16,1,2,0,8,0,4,0,0,0,0,0,66,115,0,1529,8,0,0,0,0,0,0,10,23,6,2,4,2,0,0,0,0,217.4,151.4,831,991,1,4.12,69.62,532,94,621,0,0,0,0,0,5332,1550,3,17,0,249,0,68,103,6,3,0,43,0,15,7,6,6,1,1,372,603,0,7807,43,0,0,0,0,0,0,46,102,29,10,16,10,0,0,0,0,1116.9,744.9,4451,5248,1.05,4.57,65.23,6.44,133,1.94,23.5,7.44,155.25,0,0,0,0,0,0,0,0,0,0,69.62,1333,22.94,387.5,0,0.75,0,4.25,0,0,3.25,62.25,0,0,0.75,17,1,25.75,0.06,1.5,0.12,0.75,0,0,0.5,10.75,0,0,0.25,3.75,0,1.75,0,1.5,0,1.5,0,0.25,0,0.25,4.12,93,7.19,150.75,0,0,95.56,1951.75,0.5,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0.62,11.5,1.44,25.5,0.38,7.25,0.12,2.5,0.25,4,0.12,2.5,0,0,0,0,0,0,0,0,13.59,279.23,9.46,186.22,51.94,1112.75,61.94,1312,1,21.5,4.12,93.75,69.62,1337.25
00-0035644,Noah Fant,TE,1997,2019,1,20,20,76,249,Iowa,2023,REG,SEA,NFC,West,32,6,43,0,0,0,0,0,414,177,0,0,0,16,0,3,8,0,0,0,0,0,1,0,0,0,0,0,32,42,0,298,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,71.4,39.4,494,884,0,32,414,2,3,0.558823529,25,4,14,75,32,6,43,0,0,0,0,0,414,177,0,0,0,16,0,3,8,0,0,0,0,0,1,0,0,0,0,0,32,42,0,298,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,71.4,39.4,494,884,0,2.29,29.57,252,42,344,0,0,0,0,0,2708,1377,3,-12,3,121,0,20,66,2,1,0,14,0,5,1,1,1,0,0,244,337,0,2274,14,0,0,0,0,0,0,25,44,12,5,9,5,0,0,0,0,584.6,340.6,3322,4810,0.37,3.29,35.95,2.29,63,0.43,10.5,3.07,86,0,0,0,0,0,0,0,0,0,0,29.57,677,12.64,344.25,0,0.75,0,-3,0,0.75,1.14,30.25,0,0,0.21,5,0.57,16.5,0,0.5,0,0.25,0,0,0,3.5,0,0,0.07,1.25,0,0.25,0,0.25,0,0.25,0,0,0,0,2.29,61,3,84.25,0,0,21.29,568.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.07,6.25,0.14,11,0,3,0,1.25,0,2.25,0,1.25,0,0,0,0,0,0,0,0,5.1,146.15,2.81,85.15,35.29,830.5,63.14,1202.5,0,7,2.29,61.75,29.57,674
00-0035657,Damien Harris,RB,1997,2019,3,23,87,71,213,Alabama,2023,REG,BUF,AFC,East,11,1,2,0,0,0,0,0,16,16,23,94,1,0,9,6,2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,19,17,60,384,1,25,110,2,11,0.15625,26,4,6,42,11,1,2,0,0,0,0,0,16,16,23,94,1,0,9,6,2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,19,17,60,384,0.17,4.17,18.33,129,18,53,0,0,0,0,0,297,291,455,2088,35,12,115,18,13,2,0,21,0,0,2,3,2,3,0,0,42,51,0,15,0,0,0,0,0,0,0,5,9,0,0,1,0,85,18,26,13,396.5,354.5,938,2683,0.5,11.83,56.79,1.83,32.25,0.17,4.5,0.33,13.25,0,0,0,0,0,0,0,0,0,0,2.67,74.25,2.67,72.75,3.83,113.75,15.67,522,0.17,8.75,0,3,1.5,28.75,1,4.5,0.33,3.25,0,0.5,0,0,0.17,5.25,0,0,0,0,0,0.5,0,0.75,0,0.5,0,0.75,0,0,0,0,0.33,10.5,0.33,12.75,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,2.25,0,0,0,0,0,0.25,0,0,1,21.25,0.17,4.5,0.5,6.5,0.17,3.25,3.17,99.12,2.83,88.62,10,234.5,64,670.75,0.17,5.25,4.17,124.25,18.33,596.25
00-0035659,Terry McLaurin,WR,1995,2019,3,12,76,72,210,Ohio State,2023,REG,WAS,NFC,East,124,7,132,0,0,0,0,0,1002,350,0,0,0,47,0,13,22,4,3,0,4,0,4,0,0,0,0,0,79,128,0,1514,4,0,0,0,0,0,0,5,9,1,1,1,1,0,0,0,0,195.2,116.2,941,1107,8,79,1002,1,0,0.850045167,27,4,17,80,124,7,132,0,0,0,0,0,1002,350,0,0,0,47,0,13,22,4,3,0,4,0,4,0,0,0,0,0,79,128,0,1514,4,0,0,0,0,0,0,5,9,1,1,1,1,0,0,0,0,195.2,116.2,941,1107,0.47,4.65,58.94,535,39,611,0,0,0,0,0,5283,1734,10,71,1,244,5,57,101,9,10,0,25,0,14,2,1,2,0,0,378,595,0,7374,25,0,0,0,0,0,0,35,58,11,5,11,4,1,0,0,0,1032.4,654.4,4727,5267,0.62,4.85,66.92,7.29,133.75,0.41,9.75,7.76,152.75,0,0,0,0,0,0,0,0,0,0,58.94,1320.75,20.59,433.5,0,2.5,0,17.75,0,0.25,2.76,61,0,1.25,0.76,14.25,1.29,25.25,0.24,2.25,0.18,2.5,0,0,0.24,6.25,0,0,0.24,3.5,0,0.5,0,0.25,0,0.5,0,0,0,0,4.65,94.5,7.53,148.75,0,0,89.06,1843.5,0.24,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0.29,8.75,0.53,14.5,0.06,2.75,0.06,1.25,0.06,2.75,0.06,1,0,0.25,0,0,0,0,0,0,11.48,258.1,6.84,163.6,55.35,1181.75,65.12,1316.75,0.47,12.5,4.65,97,58.94,1338.5
00-0035662,Marquise Brown,WR,1997,2019,1,25,25,69,180,Oklahoma,2023,REG,ARI,NFC,West,99,10,104,0,0,0,0,0,574,164,2,23,1,32,1,14,20,1,4,0,4,0,2,0,0,0,0,0,51,99,0,1186,4,0,0,0,0,0,0,5,9,3,3,3,3,0,0,0,0,130.7,79.7,760,852,8,53,597,1,4,0.892018779,26,4,13,70,99,10,104,0,0,0,0,0,574,164,2,23,1,32,1,14,20,1,4,0,4,0,2,0,0,0,0,0,51,99,0,1186,4,0,0,0,0,0,0,5,9,3,3,3,3,0,0,0,0,130.7,79.7,760,852,0.62,4.08,45.92,510,57,521,0,0,0,0,0,3598,1269,5,30,1,163,2,48,88,7,12,0,28,0,16,4,1,3,1,2,307,501,0,5998,28,0,0,0,0,0,0,34,60,16,7,12,6,0,0,0,0,802.8,495.8,3768,4804,0.8,4.46,51.83,7.62,127.5,0.77,14.25,8,130.25,0,0,0,0,0,0,0,0,0,0,44.15,899.5,12.62,317.25,0.15,1.25,1.77,7.5,0.08,0.25,2.46,40.75,0.08,0.5,1.08,12,1.54,22,0.08,1.75,0.31,3,0,0,0.31,7,0,0,0.15,4,0,1,0,0.25,0,0.75,0,0.25,0,0.5,3.92,76.75,7.62,125.25,0,0,91.23,1499.5,0.31,7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,8.5,0.69,15,0.23,4,0.23,1.75,0.23,3,0.23,1.5,0,0,0,0,0,0,0,0,10.05,200.7,6.13,123.95,58.46,942,65.54,1201,0.62,14,4.08,78,45.92,907
00-0035676,A.J. Brown,WR,1997,2019,2,19,51,73,226,Mississippi,2023,REG,PHI,NFC,East,157,21,158,0,0,0,0,0,1456,473,0,0,0,70,0,22,17,2,0,0,7,0,4,2,2,2,0,0,106,154,0,1853,7,0,0,0,0,0,0,10,17,4,2,4,2,0,0,0,0,279.6,173.6,1019,1149,14,106,1456,1,0,0.886858138,26,4,17,75,157,21,158,0,0,0,0,0,1456,473,0,0,0,70,0,22,17,2,0,0,7,0,4,2,2,2,0,0,106,154,0,1853,7,0,0,0,0,0,0,10,17,4,2,4,2,0,0,0,0,279.6,173.6,1019,1149,0.82,6.24,85.65,470,89,578,0,1,0,1,0,5761,2124,5,70,1,258,3,71,76,5,8,2,41,0,13,7,5,7,0,1,366,564,15,6789,41,0,0,0,0,0,0,36,60,21,5,13,5,1,0,0,0,1166.1,800.1,3979,5002,1.12,4.96,77.75,9.24,117.5,1.24,22.25,9.29,144.5,0,0,0,0.25,0,0,0,0.25,0,0,85.65,1440.25,27.82,531,0,1.25,0,17.5,0,0.25,4.12,64.5,0,0.75,1.29,17.75,1,19,0.12,1.25,0,2,0,0.5,0.41,10.25,0,0,0.24,3.25,0.12,1.75,0.12,1.25,0.12,1.75,0,0,0,0.25,6.24,91.5,9.06,141,0,3.75,109,1697.25,0.41,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0.59,9,1,15,0.24,5.25,0.12,1.25,0.24,3.25,0.12,1.25,0,0.25,0,0,0,0,0,0,16.45,291.52,10.21,200.02,59.94,994.75,67.59,1250.5,0.82,21,6.24,93,85.65,1457.75
00-0035685,David Montgomery,RB,1997,2019,3,9,73,71,230,Iowa State,2023,REG,DET,NFC,North,76,6,24,0,0,0,0,0,117,149,220,1015,14,7,59,17,15,3,1,13,0,0,1,2,1,2,0,0,16,23,0,-19,0,0,0,0,0,0,0,1,1,0,0,0,0,54,11,20,9,202.2,186.2,453,948,13,236,1132,1,3,0.477848101,26,4,14,73,76,6,24,0,0,0,0,0,117,149,220,1015,14,7,59,17,15,3,1,13,0,0,1,2,1,2,0,0,16,23,0,-19,0,0,0,0,0,0,0,1,1,0,0,0,0,54,11,20,9,202.2,186.2,453,948,0.93,16.86,80.86,643,98,217,0,0,0,0,0,1340,1241,1123,4558,89,67,260,70,88,15,8,39,4,0,4,8,7,8,0,0,169,213,9,234,4,0,0,0,0,0,0,19,25,3,3,4,2,209,36,69,26,987.8,818.8,3044,4812,0.64,17.7,80.79,5.43,160.75,0.43,24.5,1.71,54.25,0,0,0,0,0,0,0,0,0,0,8.36,335,10.64,310.25,15.71,280.75,72.5,1139.5,1,22.25,0.5,16.75,4.21,65,1.21,17.5,1.07,22,0.21,3.75,0.07,2,0.93,9.75,0,1,0,0,0.07,1,0.14,2,0.07,1.75,0.14,2,0,0,0,0,1.14,42.25,1.64,53.25,0,2.25,-1.36,58.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07,4.75,0.07,6.25,0,0.75,0,0.75,0,1,0,0.5,3.86,52.25,0.79,9,1.43,17.25,0.64,6.5,14.44,246.95,13.3,204.7,32.36,761,67.71,1203,0.93,11.75,16.86,323,80.86,1474.5
00-0035689,Dawson Knox,TE,1996,2019,3,32,96,76,254,Ole Miss,2023,REG,BUF,AFC,East,30,4,36,0,0,0,0,0,186,96,0,0,0,13,0,2,5,0,2,0,2,0,2,0,0,0,0,0,22,34,0,253,2,0,0,0,0,0,0,4,9,2,2,4,2,0,0,0,0,48.6,26.6,415,675,4,22,186,1,7,0.614814815,26,4,10,66,30,4,36,0,0,0,0,0,186,96,0,0,0,13,0,2,5,0,2,0,2,0,2,0,0,0,0,0,22,34,0,253,2,0,0,0,0,0,0,4,9,2,2,4,2,0,0,0,0,48.6,26.6,415,675,0.4,2.2,18.6,210,37,267,0,0,0,0,0,1966,870,1,9,0,98,1,19,36,3,3,0,22,0,7,2,2,2,0,0,171,259,0,2099,22,0,0,0,0,0,0,31,53,17,12,17,10,0,0,0,0,480.5,309.5,3265,4540,0.67,2.61,29.92,3,52.5,0.4,9.25,3.6,66.75,0,0,0,0,0,0,0,0,0,0,18.6,491.5,9.6,217.5,0,0.25,0,2.25,0,0,1.3,24.5,0,0.25,0.2,4.75,0.5,9,0,0.75,0.2,0.75,0,0,0.2,5.5,0,0,0.2,1.75,0,0.5,0,0.5,0,0.5,0,0,0,0,2.2,42.75,3.4,64.75,0,0,25.3,524.75,0.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7.75,0.9,13.25,0.2,4.25,0.2,3,0.4,4.25,0.2,2.5,0,0,0,0,0,0,0,0,4.86,120.12,2.66,77.38,41.5,816.25,67.5,1135,0.4,11,2.2,43,18.6,493.75
00-0035700,Josh Jacobs,RB,1998,2019,1,24,24,70,223,Alabama,2023,REG,LV,AFC,West,106,21,55,0,0,0,0,0,296,293,233,805,26,15,34,9,11,3,1,6,0,0,2,3,1,3,0,1,37,52,0,38,0,0,0,0,0,0,0,5,7,0,0,1,0,38,5,10,5,176.1,139.1,600,786,6,270,1101,1,4,0.763358779,25,4,13,72,106,21,55,0,0,0,0,0,296,293,233,805,26,15,34,9,11,3,1,6,0,0,2,3,1,3,0,1,37,52,0,38,0,0,0,0,0,0,0,5,7,0,0,1,0,38,5,10,5,176.1,139.1,600,786,0.46,20.77,84.69,475,80,250,0,0,0,0,0,1431,1461,1293,5505,106,62,285,44,48,10,11,46,0,0,3,11,7,9,2,2,192,246,0,50,0,0,0,0,0,0,0,12,22,0,0,1,0,226,42,69,28,1134.6,942.6,3087,4649,0.64,20.62,96.33,8.15,118.75,1.62,20,4.23,62.5,0,0,0,0,0,0,0,0,0,0,22.77,357.75,22.54,365.25,17.92,323.25,61.92,1376.25,2,26.5,1.15,15.5,2.62,71.25,0.69,11,0.85,12,0.23,2.5,0.08,2.75,0.46,11.5,0,0,0,0,0.15,0.75,0.23,2.75,0.08,1.75,0.23,2.25,0,0.5,0.08,0.5,2.85,48,4,61.5,0,0,2.92,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,3,0.54,5.5,0,0,0,0,0.08,0.25,0,0,2.92,56.5,0.38,10.5,0.77,17.25,0.38,7,13.55,283.65,10.7,235.65,46.15,771.75,60.46,1162.25,0.46,11.5,20.77,371.25,84.69,1734
00-0035710,Daniel Jones,QB,1997,2019,1,6,6,77,230,Duke,2023,REG,NYG,NFC,East,190,43,211,20,154,108,46,909,0,440,40,206,1,43,15,23,38,6,5,1,2,0,6,4,1,3,1,0,0,0,1096,0,0,11,7,2,2,0,0,0,0,0,0,0,0,8,1,0,0,59.96,59.96,325,399,3,194,1115,1,11,0.814536341,26,4,6,59,190,43,211,20,154,108,46,909,0,440,40,206,1,43,15,23,38,6,5,1,2,0,6,4,1,3,1,0,0,0,1096,0,0,11,7,2,2,0,0,0,0,0,0,0,0,8,1,0,0,59.96,59.96,325,399,0.5,32.33,185.83,1908,520,2181,145,1819,1197,622,12260,16,5533,333,1911,10,598,126,240,405,37,35,13,61,0,40,45,24,38,8,1,1,1,13472,13,0,213,115,38,41,19,16,0,0,0,0,0,0,57,11,15,4,976.1,975.1,3658,3904,1.25,36.49,240.46,31.67,477,7.17,130,35.17,545.25,3.33,36.25,25.67,454.75,18,299.25,7.67,155.5,151.5,3065,0,4,73.33,1383.25,6.67,83.25,34.33,477.75,0.17,2.5,7.17,149.5,2.5,31.5,3.83,60,6.33,101.25,1,9.25,0.83,8.75,0.17,3.25,0.33,15.25,0,0,1,10,0.67,11.25,0.17,6,0.5,9.5,0.17,2,0,0.25,0,0.25,0,0.25,182.67,3368,0,3.25,0,0,1.83,53.25,1.17,28.75,0.33,9.5,0.33,10.25,0,4.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.33,14.25,0.17,2.75,0,3.75,0,1,9.99,244.02,9.99,243.78,54.17,914.5,66.5,976,0.5,18.5,32.33,538.25,185.83,3546.75
00-0035719,Deebo Samuel,WR,1996,2019,2,4,36,72,215,South Carolina,2023,REG,SF,NFC,West,98,0,90,0,1,0,1,0,892,527,37,225,4,34,13,8,14,1,0,5,7,0,2,1,0,1,0,1,60,87,11,586,7,0,0,0,0,0,0,12,17,3,1,1,1,9,4,2,2,239.7,179.7,708,952,19,98,1117,1,2,0.743697479,27,4,15,62,98,0,90,0,1,0,1,0,892,527,37,225,4,34,13,8,14,1,0,5,7,0,2,1,0,1,0,1,60,87,11,586,7,0,0,0,0,0,0,12,17,3,1,1,1,9,4,2,2,239.7,179.7,708,952,1.27,6.53,74.47,402,15,407,0,3,1,2,24,3979,2556,151,930,16,155,45,42,57,5,4,18,20,0,11,10,5,8,2,1,269,392,50,2556,19,1,0,0,0,0,0,34,55,8,3,9,3,35,14,4,3,951.86,682.86,3032,4092,0.92,6.82,79.56,6.53,100.5,0,3.75,6,101.75,0,0,0.07,0.75,0,0.25,0.07,0.5,0,6,59.47,994.75,35.13,639,2.47,37.75,15,232.5,0.27,4,2.27,38.75,0.87,11.25,0.53,10.5,0.93,14.25,0.07,1.25,0,1,0.33,4.5,0.47,5,0,0,0.13,2.75,0.07,2.5,0,1.25,0.07,2,0,0.5,0.07,0.25,4,67.25,5.8,98,0.73,12.5,39.07,639,0.47,4.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0.8,8.5,1.13,13.75,0.2,2,0.07,0.75,0.07,2.25,0.07,0.75,0.6,8.75,0.27,3.5,0.13,1,0.13,0.75,15.98,237.96,11.98,170.72,47.2,758,63.47,1023,1.27,14.25,6.53,105.75,74.47,1233.25
00-0036020,Salvon Ahmed,RB,1998,2020,0,0,0,71,197,Washington,2023,REG,MIA,AFC,East,41,1,23,0,0,0,0,0,88,109,22,61,3,4,3,3,6,0,0,1,1,0,1,0,0,0,0,0,16,22,0,14,1,0,0,0,0,0,0,5,5,1,0,0,0,6,1,1,0,40.9,24.9,131,455,3,38,149,2,10,0.287912088,24,3,7,30,41,1,23,0,0,0,0,0,88,109,22,61,3,4,3,3,6,0,0,1,1,0,1,0,0,0,0,0,16,22,0,14,1,0,0,0,0,0,0,5,5,1,0,0,0,6,1,1,0,40.9,24.9,131,455,0.43,5.43,21.29,159,35,58,0,0,0,0,0,274,310,163,593,18,10,33,9,12,1,1,5,1,0,1,0,0,0,0,0,40,56,0,49,1,0,0,0,0,0,0,7,9,1,0,0,0,32,5,6,2,160.7,120.7,536,1975,0.23,6.77,28.9,5.86,53,0.14,11.67,3.29,19.33,0,0,0,0,0,0,0,0,0,0,12.57,91.33,15.57,103.33,3.14,54.33,8.71,197.67,0.43,6,0.57,3.33,0.43,11,0.43,3,0.86,4,0,0.33,0,0.33,0.14,1.67,0.14,0.33,0,0,0.14,0.33,0,0,0,0,0,0,0,0,0,0,2.29,13.33,3.14,18.67,0,0,2,16.33,0.14,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.71,2.33,0.71,3,0.14,0.33,0,0,0,0,0,0,0.86,10.67,0.14,1.67,0.14,2,0,0.67,5.84,53.57,3.56,40.23,18.71,178.67,65,658.33,0.43,2.33,5.43,67.67,21.29,289
00-0036040,Juwan Johnson,TE,1996,2020,0,0,0,76,231,Oregon,2023,REG,NO,NFC,South,50,11,59,0,0,0,0,0,368,145,0,0,0,23,0,9,11,1,2,0,4,0,4,0,0,0,0,0,37,55,0,444,4,0,0,0,0,0,0,7,8,3,3,3,3,0,0,0,0,89.8,52.8,555,848,8,37,368,1,4,0.654481132,26,3,13,41,50,11,59,0,0,0,0,0,368,145,0,0,0,23,0,9,11,1,2,0,4,0,4,0,0,0,0,0,37,55,0,444,4,0,0,0,0,0,0,7,8,3,3,3,3,0,0,0,0,89.8,52.8,555,848,0.62,2.85,28.31,127,21,146,0,0,0,0,0,1035,358,0,0,0,60,0,20,25,3,3,0,14,0,7,0,0,0,0,0,92,139,0,1276,14,0,0,0,0,0,0,18,23,11,5,5,5,0,0,0,0,265.5,173.5,1434,2630,0.68,2.24,25.24,3.85,42.33,0.85,7,4.54,48.67,0,0,0,0,0,0,0,0,0,0,28.31,345,11.15,119.33,0,0,0,0,0,0,1.77,20,0,0,0.69,6.67,0.85,8.33,0.08,1,0.15,1,0,0,0.31,4.67,0,0,0.31,2.33,0,0,0,0,0,0,0,0,0,0,2.85,30.67,4.23,46.33,0,0,34.15,425.33,0.31,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0.54,6,0.62,7.67,0.23,3.67,0.23,1.67,0.23,1.67,0.23,1.67,0,0,0,0,0,0,0,0,6.91,88.5,4.06,57.83,42.69,478,65.23,876.67,0.62,9.33,2.85,30.67,28.31,345
00-0036139,Rico Dowdle,RB,1998,2020,0,0,0,71,215,South Carolina,2023,REG,DAL,NFC,East,49,1,22,0,0,0,0,0,144,170,89,361,6,6,17,3,5,0,0,2,2,0,0,0,0,0,0,0,17,22,0,-11,2,0,0,0,0,0,0,3,4,2,0,0,0,16,2,4,2,91.5,74.5,247,1112,6,106,505,2,1,0.222122302,25,3,16,18,49,1,22,0,0,0,0,0,144,170,89,361,6,6,17,3,5,0,0,2,2,0,0,0,0,0,0,0,17,22,0,-11,2,0,0,0,0,0,0,3,4,2,0,0,0,16,2,4,2,91.5,74.5,247,1112,0.38,6.62,31.56,51,1,22,0,0,0,0,0,144,170,96,385,6,6,18,3,5,0,0,2,2,0,0,0,0,0,0,0,17,22,0,-11,2,0,0,0,0,0,0,3,4,2,0,0,0,17,2,4,2,93.9,76.9,258,1269,0.33,6.28,29.39,3.06,17,0.06,0.33,1.38,7.33,0,0,0,0,0,0,0,0,0,0,9,48,10.62,56.67,5.56,32,22.56,128.33,0.38,2,0.38,2,1.06,6,0.19,1,0.31,1.67,0,0,0,0,0.12,0.67,0.12,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,5.67,1.38,7.33,0,0,-0.69,-3.67,0.12,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1,0.25,1.33,0.12,0.67,0,0,0,0,0,0,1,5.67,0.12,0.67,0.25,1.33,0.12,0.67,5.72,31.3,4.66,25.63,15.44,86,69.5,423,0.38,2,6.62,37.67,31.56,176.33
